date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:03:44	2035/2035	---M--	200	added ('OK')	image/png	etag:%227f3-529108d46db80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_04.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_04.png	(from http://sutrixgroup.com/)
10:03:45	3948/3948	---M--	200	added ('OK')	image/png	etag:%22f6c-529108d656000%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_05.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_05.png	(from http://sutrixgroup.com/)
10:03:45	1180/1180	---M--	200	added ('OK')	image/png	etag:%2249c-529108d656000%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_06.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_06.png	(from http://sutrixgroup.com/)
10:03:45	1322/1322	---M--	200	added ('OK')	image/png	etag:%2252a-529108dfdf680%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_13.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_13.png	(from http://sutrixgroup.com/)
10:03:45	1819/1819	---M--	200	added ('OK')	image/png	etag:%2271b-529108e1c7b00%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_14.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_14.png	(from http://sutrixgroup.com/)
10:03:46	2794/2794	---M--	200	added ('OK')	image/png	etag:%22aea-529108e3aff80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_15.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_15.png	(from http://sutrixgroup.com/)
10:03:46	2944/2944	---M--	200	added ('OK')	image/png	etag:%22b80-529108e3aff80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_16.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_16.png	(from http://sutrixgroup.com/)
10:03:47	5842/5842	---M--	200	added ('OK')	image/png	etag:%2216d2-529108ddf7200%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_11.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_11.png	(from http://sutrixgroup.com/)
10:03:47	2803/2803	---M--	200	added ('OK')	image/png	etag:%22af3-529108ddf7200%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_12.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_12.png	(from http://sutrixgroup.com/)
10:03:48	7451/7451	---M--	200	added ('OK')	image/png	etag:%221d1b-529108da26900%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_09.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_09.png	(from http://sutrixgroup.com/)
10:03:48	4630/4630	---M--	200	added ('OK')	image/png	etag:%221216-529108da26900%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_08.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_08.png	(from http://sutrixgroup.com/)
10:03:48	7314/7314	---M--	200	added ('OK')	image/png	etag:%221c92-529108dc0ed80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_10.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_10.png	(from http://sutrixgroup.com/)
10:03:49	7598/7598	---M--	200	added ('OK')	image/png	etag:%221dae-529108d83e480%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_07.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_partner_07.png	(from http://sutrixgroup.com/)
10:03:49	2978/2978	---M--	200	added ('OK')	image/png	etag:%22ba2-529108eb51180%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_1.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_1.png	(from http://sutrixgroup.com/)
10:03:49	4360/4360	---M--	200	added ('OK')	image/png	etag:%221108-529108ed39600%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_2.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_2.png	(from http://sutrixgroup.com/)
10:03:50	4989/4989	---M--	200	added ('OK')	image/png	etag:%22137d-529108ed39600%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_3.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_3.png	(from http://sutrixgroup.com/)
10:03:50	3567/3567	---M--	200	added ('OK')	image/png	etag:%22def-529108ef21a80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_4.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_4.png	(from http://sutrixgroup.com/)
10:03:50	2757/2757	---M--	200	added ('OK')	image/png	etag:%22ac5-529108f109f00%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_5.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology_5.png	(from http://sutrixgroup.com/)
10:03:51	3388/3388	---M--	200	added ('OK')	image/png	etag:%22d3c-5291091176b80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology35.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology35.png	(from http://sutrixgroup.com/)
10:03:52	2697/2697	---M--	200	added ('OK')	image/png	etag:%22a89-5291090f8e700%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology34.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology34.png	(from http://sutrixgroup.com/)
10:03:52	13073/13073	---M--	200	added ('OK')	image/png	etag:%223311-529108f2f2380%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology8.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology8.png	(from http://sutrixgroup.com/)
10:03:53	1661/1661	---M--	200	added ('OK')	image/png	etag:%2267d-529109135f000%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology37.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology37.png	(from http://sutrixgroup.com/)
10:03:53	4141/4141	---M--	200	added ('OK')	image/png	etag:%22102d-5291091176b80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology36.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology36.png	(from http://sutrixgroup.com/)
10:03:54	2396/2396	---M--	200	added ('OK')	image/png	etag:%2295c-5291091547480%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology39.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology39.png	(from http://sutrixgroup.com/)
10:03:54	31012/31012	---M--	200	added ('OK')	image/png	etag:%227924-52c81f50f17e3%22	http://sutrixgroup.com/wp-content/uploads/2015/12/demandware-logo-1.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2015/12/demandware-logo-1.png	(from http://sutrixgroup.com/)
10:03:54	4883/4883	---M--	200	added ('OK')	image/png	etag:%221313-529109135f000%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology38.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology38.png	(from http://sutrixgroup.com/)
10:03:55	3717/3717	---M--	200	added ('OK')	image/png	etag:%22e85-529109172f900%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology41.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology41.png	(from http://sutrixgroup.com/)
10:03:55	5922/5922	---M--	200	added ('OK')	image/png	etag:%221722-529109172f900%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology40.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology40.png	(from http://sutrixgroup.com/)
10:03:55	285707/285707	---M--	200	added ('OK')	image/jpeg	etag:%2245c0b-5293a3c2d5880%22	http://sutrixgroup.com/wp-content/uploads/2016/01/slider-1.jpg	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/slider-1.jpg	(from http://sutrixgroup.com/)
10:03:55	4667/4667	---M--	200	added ('OK')	image/png	etag:%22123b-5291091917d80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology42.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology42.png	(from http://sutrixgroup.com/)
10:03:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Feb%202016%2003:04:26%20GMT	http://sutrixgroup.com/Backbone	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/Backbone	(from http://sutrixgroup.com/)
10:03:56	2609/2609	---M--	200	added ('OK')	image/png	etag:%22a31-5291091917d80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology43.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology43.png	(from http://sutrixgroup.com/)
10:03:56	6818/6818	---M--	200	added ('OK')	image/png	etag:%221aa2-5291091ce8680%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology45.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology45.png	(from http://sutrixgroup.com/)
10:03:56	3656/3656	---M--	200	added ('OK')	image/png	etag:%22e48-52910922a1400%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology53.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology53.png	(from http://sutrixgroup.com/)
10:03:56	1224/1224	---M--	200	added ('OK')	image/png	etag:%224c8-529109004c300%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology21.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology21.png	(from http://sutrixgroup.com/)
10:03:57	3715/3715	---M--	200	added ('OK')	image/png	etag:%22e83-5291091ed0b00%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology49.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology49.png	(from http://sutrixgroup.com/)
10:03:57	4142/4142	---M--	200	added ('OK')	image/png	etag:%22102e-52910920b8f80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology50.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology50.png	(from http://sutrixgroup.com/)
10:03:57	2142/2142	---M--	200	added ('OK')	image/png	etag:%2285e-52910920b8f80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology51.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology51.png	(from http://sutrixgroup.com/)
10:03:58	4433/4433	---M--	200	added ('OK')	image/png	etag:%221151-52910922a1400%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology52.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology52.png	(from http://sutrixgroup.com/)
10:03:58	1547/1547	---M--	200	added ('OK')	image/png	etag:%2260b-529108fe63e80%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology20.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology20.png	(from http://sutrixgroup.com/)
10:03:58	4018/4018	---M--	200	added ('OK')	image/png	etag:%22fb2-529108f4da800%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology10.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology10.png	(from http://sutrixgroup.com/)
10:03:58	4292/4292	---M--	200	added ('OK')	image/png	etag:%2210c4-529108fc7ba00%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology17.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology17.png	(from http://sutrixgroup.com/)
10:03:59	1683/1683	---M--	200	added ('OK')	image/png	etag:%22693-52910907ed500%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology27.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology27.png	(from http://sutrixgroup.com/)
10:03:59	3814/3814	---M--	200	added ('OK')	image/png	etag:%22ee6-52910909d5980%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology28.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology28.png	(from http://sutrixgroup.com/)
10:03:59	2877/2877	---M--	200	added ('OK')	image/png	etag:%22b3d-52910909d5980%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology29.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology29.png	(from http://sutrixgroup.com/)
10:04:00	4768/4768	---M--	200	added ('OK')	image/png	etag:%2212a0-5291090f8e700%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology33.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology33.png	(from http://sutrixgroup.com/)
10:04:00	1099/1099	---M--	200	added ('OK')	image/png	etag:%2244b-529108fa93580%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology15.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology15.png	(from http://sutrixgroup.com/)
10:04:00	4114/4114	---M--	200	added ('OK')	image/png	etag:%221012-52910907ed500%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology26.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology26.png	(from http://sutrixgroup.com/)
10:04:00	4566/4566	---M--	200	added ('OK')	image/png	etag:%2211d6-5291090bbde00%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology30.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology30.png	(from http://sutrixgroup.com/)
10:04:01	5575/5575	---M--	200	added ('OK')	image/png	etag:%2215c7-5291090bbde00%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology31.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology31.png	(from http://sutrixgroup.com/)
10:04:01	8240/8240	---M--	200	added ('OK')	image/png	etag:%222030-5291090da6280%22	http://sutrixgroup.com/wp-content/uploads/2016/01/photo_technology32.png	/home/local/SUTRIXMEDIA1/trieu.dinh/websites/Sutrix/sutrixgroup.com/wp-content/uploads/2016/01/photo_technology32.png	(from http://sutrixgroup.com/)
